temp,windspeed,cnt
0.36,0.1343,97
0.36,0.1343,84
0.36,0.0896,125
0.36,0.1343,275
0.4,0.1045,360
0.4,0.194,451
0.42,0.2239,445
0.44,0.194,464
0.48,0.2239,561
0.5,0.2537,573
0.52,0.2537,511
0.52,0.2836,555
0.52,0.2985,432
0.52,0.2239,346
0.5,0.2239,232
0.5,0.1642,134
0.5,0.1045,68
0.46,0,63
0.44,0.1045,17
0.42,0.0896,5
0.44,0.1343,5
0.4,0.4925,4
0.4,0.4925,24
0.36,0.4627,110
0.34,0.3881,306
0.36,0.3284,589
0.38,0.3582,317
0.4,0.5224,204
0.42,0.4478,209
0.44,0.4478,281
0.46,0.2985,281
0.46,0.4179,268
0.48,0.4179,324
0.5,0.3284,395
0.5,0.2836,729
0.5,0.2537,618
0.5,0.2537,494
0.46,0.1642,329
0.46,0.1343,238
0.42,0.194,123
0.44,0.1642,66
0.4,0.1343,33
0.38,0.2239,11
0.36,0.1642,5
0.38,0,3
0.32,0.0896,1
0.32,0.0896,27
0.3,0.0896,100
0.32,0.0896,341
0.34,0,604
0.42,0.0896,408
0.44,0,219
0.48,0,258
0.52,0,331
0.56,0.2537,345
0.56,0.2239,311
0.6,0.194,316
0.62,0.1642,485
0.62,0.194,757
0.6,0.1642,800
0.56,0.1045,558
0.56,0.1343,379
0.54,0,243
0.5,0,158
0.5,0,79
0.48,0,41
0.46,0,11
0.46,0,5
0.44,0.0896,3
0.42,0.0896,1
0.42,0.0896,27
0.42,0,126
0.44,0,366
0.44,0.1045,684
0.48,0.1343,363
0.54,0.1343,167
0.6,0.3582,213
0.6,0.4179,283
0.6,0.2537,251
0.62,0.194,258
0.64,0.2836,268
0.64,0.2836,390
0.66,0.2985,744
0.66,0.2537,759
0.66,0.2239,494
0.64,0.2239,372
0.6,0.3284,298
0.56,0.1642,181
0.52,0.4179,131
0.52,0.4179,45
0.48,0.3284,13
0.46,0.4478,18
0.42,0.2985,5
0.38,0.2836,1
0.38,0.2836,29
0.36,0.3284,126
0.34,0.194,354
0.36,0.2239,638
0.4,0.2537,351
0.42,0.2836,246
0.42,0.2239,268
0.44,0,276
0.46,0,291
0.46,0.1642,287
0.5,0.1045,269
0.5,0.194,402
0.5,0.1642,822
0.5,0.1045,698
0.48,0.2537,487
0.44,0.194,312
0.42,0.194,234
0.4,0.194,149
0.4,0.1343,136
0.4,0,61
0.36,0.1343,38
0.36,0.3881,11
0.34,0.3284,8
0.34,0.2537,5
0.32,0.3284,23
0.3,0.3881,80
0.3,0.2836,246
0.3,0.3284,508
0.34,0.3284,376
0.36,0.3284,238
0.4,0.2985,291
0.42,0.2985,337
0.44,0.3284,411
0.48,0.3881,490
0.5,0.2836,537
0.5,0.4179,536
0.52,0.4179,655
0.5,0.4627,484
0.48,0.2985,412
0.46,0.2836,252
0.44,0.1343,190
0.4,0.2239,158
0.42,0.2836,113
0.42,0.2985,94
0.4,0.2537,69
0.36,0.3582,36
0.36,0.2537,28
0.32,0.1642,7
0.32,0.1642,2
0.32,0.194,19
0.32,0.2836,54
0.34,0.2537,123
0.4,0.2537,276
0.42,0.2537,363
0.44,0.2985,495
0.46,0.3881,590
0.5,0.194,643
0.5,0.2985,578
0.52,0.4179,626
0.54,0.3881,615
0.54,0.4179,567
0.54,0.2985,517
0.54,0.3284,413
0.5,0.2239,208
0.5,0.194,234
0.48,0.194,182
0.46,0.2239,118
0.44,0.2239,85
0.44,0.2239,64
0.44,0.2239,32
0.42,0.1343,26
0.4,0,7
0.38,0,12
0.36,0,28
0.38,0.1642,37
0.4,0.194,84
0.44,0.2239,179
0.5,0.2239,299
0.5,0.2836,404
0.54,0.2537,457
0.58,0.1642,483
0.6,0.4478,503
0.62,0.3582,486
0.64,0.3284,476
0.62,0.2985,411
0.62,0.3284,310
0.6,0.3881,276
0.56,0.4179,211
0.52,0.2239,130
0.5,0.2239,118
0.5,0.2537,51
0.48,0.2836,37
0.46,0.1343,16
0.46,0.194,6
0.44,0.1642,3
0.44,0.194,5
0.44,0.194,32
0.42,0.2239,111
0.42,0.194,331
0.44,0.194,617
0.46,0.3582,286
0.5,0.4925,178
0.52,0.4179,223
0.54,0.7164,280
0.54,0.5821,281
0.56,0.5522,218
0.58,0.5522,255
0.56,0.4179,391
0.54,0.4179,632
0.54,0.2985,646
0.52,0.3582,421
0.5,0.4478,276
0.48,0.4179,165
0.46,0.4925,108
0.44,0.2985,67
0.44,0.2836,26
0.42,0.2239,9
0.36,0.1343,2
0.36,0.1343,2
0.34,0.1343,2
0.34,0.1343,24
0.34,0.1045,103
0.34,0.1045,384
0.38,0.1343,692
0.42,0.194,319
0.46,0.1642,181
0.5,0,239
0.54,0.2836,259
0.52,0.1642,283
0.54,0.194,224
0.56,0.2985,203
0.58,0.2537,362
0.56,0.5224,744
0.54,0.4179,704
0.52,0.3582,479
0.46,0.3881,282
0.44,0.4478,206
0.4,0.4925,127
0.36,0.4179,62
0.34,0.4179,30
0.34,0.2836,12
0.32,0.2836,2
0.3,0.2239,2
0.28,0.194,27
0.28,0.1045,106
0.28,0.1343,321
0.3,0.2239,595
0.32,0.2985,302
0.34,0.3284,153
0.38,0.3284,180
0.36,0.3881,182
0.4,0.3582,163
0.36,0.194,135
0.38,0.2239,202
0.44,0.2985,307
0.42,0.3881,579
0.4,0.4179,585
0.4,0.3582,384
0.36,0.3284,235
0.34,0.3881,165
0.34,0.3284,134
0.34,0.2985,61
0.32,0.2836,23
0.32,0.2239,9
0.32,0.2836,4
0.32,0.2537,5
0.3,0.2239,1
0.3,0.2239,21
0.3,0.2537,96
0.3,0.3284,306
0.32,0.3284,624
0.36,0.3582,287
0.4,0.2985,141
0.42,0.2985,224
0.46,0.4478,259
0.48,0.4478,203
0.5,0.3284,224
0.48,0.2537,211
0.48,0.2836,353
0.5,0.3881,656
0.5,0.3881,610
0.46,0.2985,433
0.44,0.2537,280
0.42,0.1343,187
0.42,0.194,158
0.42,0.194,94
0.4,0.2537,55
0.36,0.194,30
0.34,0.194,11
0.34,0.1642,11
0.34,0.1343,5
0.34,0.1642,21
0.32,0.1642,84
0.34,0.2239,296
0.38,0.1642,563
0.42,0.1642,330
0.44,0.194,192
0.46,0.1343,233
0.5,0,322
0.52,0.2836,358
0.52,0,348
0.54,0.2537,352
0.56,0.2537,463
0.56,0.1642,738
0.54,0.1343,671
0.54,0.1642,427
0.5,0.1343,286
0.5,0,189
0.44,0.1045,215
0.42,0.0896,198
0.4,0.1343,96
0.4,0.1343,70
0.38,0.1343,56
0.36,0.0896,32
0.36,0.1045,14
0.36,0.1045,7
0.34,0.1642,21
0.36,0.1045,64
0.36,0.1343,160
0.42,0.1343,265
0.46,0.1642,406
0.52,0.194,564
0.58,0.2537,678
0.62,0.2985,678
0.64,0.4478,660
0.64,0.3582,658
0.64,0.3582,582
0.62,0.2537,560
0.62,0.2239,481
0.6,0.1642,459
0.56,0.1343,321
0.56,0.1343,220
0.54,0.1642,212
0.54,0.194,196
0.54,0.194,124
0.54,0.1642,106
0.54,0.1045,74
0.52,0.1343,45
0.54,0,12
0.5,0.1642,10
0.5,0.1343,16
0.5,0.1045,46
0.52,0,97
0.54,0.2239,251
0.58,0.2239,421
0.62,0.2985,528
0.64,0.2836,635
0.66,0.2836,681
0.7,0.2836,628
0.7,0.3881,617
0.72,0.3582,616
0.7,0.3284,623
0.7,0.2537,479
0.7,0.2537,379
0.64,0.2239,291
0.62,0.2537,229
0.68,0.3582,134
0.66,0.3881,90
0.64,0.3284,41
0.62,0.3582,28
0.6,0.2537,14
0.58,0.194,8
0.54,0.2239,6
0.54,0.2239,38
0.52,0.1642,133
0.52,0.1343,387
0.56,0.1642,597
0.62,0.2239,297
0.62,0.2537,224
0.64,0.2537,251
0.68,0.2537,271
0.74,0.2985,263
0.76,0.3284,288
0.8,0.4478,275
0.8,0.4627,358
0.8,0.3881,712
0.8,0.3881,676
0.76,0.3881,522
0.74,0.2985,375
0.68,0.2537,271
0.68,0.2537,214
0.7,0.2985,121
0.66,0.194,43
0.64,0.1642,11
0.56,0.1045,4
0.56,0.0896,6
0.66,0.2239,9
0.6,0.2537,30
0.6,0.2537,144
0.6,0.2537,461
0.6,0.2239,673
0.6,0.4925,400
0.6,0.4179,217
0.6,0.4179,239
0.6,0.3582,244
0.62,0.2537,239
0.64,0.2836,257
0.66,0.3284,308
0.68,0.3582,370
0.64,0.2985,781
0.64,0.2836,775
0.6,0.2537,537
0.6,0.2836,402
0.56,0.2985,297
0.54,0.2537,162
0.54,0.2239,82
0.54,0.1642,38
0.52,0.194,14
0.5,0.194,9
0.5,0.2239,6
0.5,0.2836,7
0.5,0.2836,34
0.5,0.2836,134
0.5,0.194,418
0.5,0.194,576
0.48,0.2985,265
0.48,0.2239,147
0.46,0.2537,119
0.46,0.1045,110
0.46,0,64
0.44,0.1045,51
0.42,0.194,98
0.42,0.2239,235
0.42,0.194,488
0.42,0,505
0.42,0.1343,368
0.42,0.1045,260
0.42,0.0896,189
0.42,0.0896,162
0.42,0,70
0.42,0,25
0.42,0.1045,13
0.42,0,6
0.42,0,4
0.42,0,4
0.4,0,30
0.4,0.1045,120
0.4,0.1343,406
0.42,0.1045,677
0.46,0,301
0.48,0.0896,189
0.52,0,229
0.54,0,264
0.56,0,238
0.58,0,237
0.6,0,262
0.62,0.1045,387
0.6,0.0896,748
0.6,0.0896,776
0.58,0.1343,586
0.56,0.2239,404
0.52,0.1045,267
0.52,0.194,248
0.5,0.1045,144
0.48,0.1045,64
0.46,0.194,25
0.44,0.194,21
0.44,0.1045,10
0.42,0.1045,3
0.42,0,25
0.42,0,113
0.42,0,359
0.44,0,700
0.46,0.0896,359
0.5,0.194,237
0.54,0.1642,254
0.58,0.194,362
0.62,0.194,381
0.64,0.2239,394
0.64,0.194,407
0.66,0.194,580
0.64,0.2836,819
0.62,0.2836,668
0.6,0.194,492
0.58,0.1642,341
0.56,0.1343,287
0.54,0.2537,202
0.52,0.1343,187
0.52,0.2239,142
0.52,0.2239,88
0.52,0.1343,81
0.5,0.2239,29
0.5,0.2537,9
0.5,0.2537,1
0.5,0.2239,31
0.5,0.2836,76
0.52,0.2537,201
0.54,0.1642,331
0.6,0.2836,482
0.62,0.3284,608
0.64,0.2239,640
0.66,0.2239,649
0.7,0.2836,609
0.72,0.2537,628
0.7,0.3284,639
0.74,0.3881,568
0.68,0.4925,416
0.56,0.4925,54
0.5,0.2985,39
0.5,0.3881,102
0.48,0.2985,110
0.46,0.2836,91
0.46,0.194,117
0.46,0.3284,73
0.46,0.2836,56
0.44,0.1642,40
0.44,0.1642,7
0.44,0.2239,6
0.44,0.3284,12
0.42,0.3881,24
0.4,0.2537,51
0.4,0.2537,79
0.38,0.3284,68
0.38,0.2985,77
0.38,0.3284,61
0.38,0.3582,52
0.38,0.3284,53
0.38,0.3881,38
0.38,0.4478,36
0.36,0.4478,27
0.36,0.4478,39
0.36,0.5224,35
0.36,0.4179,35
0.36,0.3881,11
0.34,0.5224,13
0.36,0.4627,17
0.36,0.4179,6
0.34,0.3582,2
0.32,0.3284,4
0.32,0.2836,1
0.3,0.2836,3
0.3,0.2836,14
0.3,0.2985,45
0.3,0.2537,207
0.3,0.3284,482
0.3,0.3881,272
0.32,0.3284,100
0.32,0.3582,101
0.34,0.3582,129
0.34,0.3881,107
0.36,0.4478,114
0.36,0.3881,112
0.3,0.3582,103
0.3,0.3284,232
0.32,0.1343,379
0.34,0.2239,298
0.32,0.1642,203
0.32,0.2239,152
0.32,0.194,89
0.32,0.1642,59
0.32,0.1343,13
0.32,0.1343,7
0.32,0.194,3
0.32,0.2239,2
0.3,0.194,3
0.3,0.194,22
0.3,0.2239,120
0.32,0.2836,390
0.34,0.2537,611
0.4,0.3582,308
0.42,0.2985,162
0.46,0.3881,184
0.48,0.3881,224
0.5,0.3881,224
0.5,0.3881,216
0.5,0.4179,236
0.5,0.194,362
0.52,0.3881,691
0.5,0,632
0.5,0.2537,482
0.48,0.3284,285
0.46,0.1642,226
0.44,0.1045,157
0.42,0.0896,73
0.44,0,36
0.42,0,25
0.36,0,7
0.32,0.0896,3
0.34,0.0896,6
0.34,0,24
0.34,0,106
0.34,0,389
0.36,0.0896,654
0.42,0,321
0.52,0,182
0.52,0.1343,219
0.54,0.2836,269
0.56,0.2239,228
0.56,0.3582,223
0.58,0.1642,229
0.6,0.3284,376
0.6,0.2985,732
0.6,0.2836,709
0.6,0.194,543
0.56,0.0896,380
0.52,0.1343,239
0.5,0,192
0.5,0.0896,104
0.48,0,43
0.48,0.0896,23
0.48,0.1045,13
0.48,0.0896,6
0.48,0.0896,3
0.48,0.1343,17
0.48,0.2537,127
0.46,0.3582,225
0.46,0.194,362
0.46,0.1642,201
0.46,0.1642,139
0.46,0.2239,151
0.52,0.1343,204
0.5,0.1642,197
0.54,0.194,169
0.52,0.3284,204
0.52,0.2239,318
0.54,0.1642,614
0.54,0.194,664
0.54,0.2239,464
0.54,0.194,337
0.52,0.2239,250
0.52,0.1642,183
0.5,0.1642,112
0.54,0.5522,73
0.5,0.4478,35
0.48,0.4179,22
0.44,0.4925,3
0.42,0.2537,6
0.42,0.3582,19
0.4,0.2537,120
0.38,0.2836,315
0.4,0,592
0.42,0.4925,334
0.44,0.4179,236
0.44,0.3284,233
0.46,0.3582,307
0.46,0.3881,306
0.46,0.3284,300
0.52,0.4925,324
0.52,0.2537,440
0.54,0.3881,702
0.52,0.3582,654
0.5,0.3881,441
0.46,0.2836,289
0.44,0.2985,208
0.42,0.2537,158
0.4,0.2537,116
0.38,0.1642,103
0.36,0.2985,67
0.36,0.1642,57
0.34,0.2239,26
0.34,0.1642,2
0.34,0.1343,5
0.34,0.194,28
0.34,0.1642,55
0.38,0.1343,158
0.38,0,214
0.38,0.1642,291
0.38,0.1045,358
0.38,0,381
0.4,0,389
0.42,0.1045,440
0.42,0.2239,408
0.44,0.194,376
0.42,0.1343,322
0.4,0,90
0.36,0.1343,139
0.38,0,102
0.36,0.194,84
0.36,0.1343,83
0.38,0.0896,42
0.36,0.1343,36
0.36,0.1343,42
0.36,0.1045,40
0.36,0.194,16
0.36,0.1343,4
0.34,0,6
0.34,0.1343,7
0.34,0.1343,27
0.38,0.1343,107
0.4,0.1343,185
0.42,0.0896,380
0.46,0,411
0.48,0.1045,584
0.5,0.1045,595
0.54,0,653
0.56,0.1343,603
0.6,0.194,587
0.62,0.2985,522
0.6,0.2836,487
0.56,0.1343,375
0.56,0.0896,243
0.52,0.1343,204
0.5,0,108
0.48,0,82
0.44,0.1045,48
0.42,0.0896,24
0.42,0.1343,8
0.4,0.1642,4
0.38,0.2537,2
0.38,0.2537,20
0.4,0.194,123
0.4,0.194,349
0.4,0.194,596
0.4,0.194,268
0.42,0.1642,157
0.44,0.1045,163
0.44,0.1343,225
0.48,0.0896,247
0.5,0.1343,218
0.52,0.1045,231
0.56,0.194,347
0.56,0.1642,683
0.56,0.2239,664
0.54,0.2537,471
0.52,0.194,309
0.52,0.194,221
0.52,0.1642,134
0.52,0.2239,60
0.5,0.194,35
0.5,0.1343,21
0.5,0.0896,8
0.5,0,3
0.52,0.0896,8
0.52,0.0896,17
0.52,0.1045,26
0.5,0.2537,169
0.52,0.2836,557
0.54,0.194,349
0.62,0.2537,174
0.66,0.2836,229
0.7,0.2239,269
0.72,0.2239,249
0.74,0.2537,204
0.74,0.2239,234
0.74,0.194,354
0.74,0.0896,681
0.7,0.1343,743
0.7,0.1343,487
0.66,0.1642,335
0.64,0.1343,282
0.64,0,211
0.6,0,95
0.6,0.1045,47
0.56,0,15
0.56,0,16
0.56,0.0896,6
0.54,0,4
0.54,0.1343,33
0.56,0,120
0.54,0.194,358
0.56,0,666
0.56,0,315
0.58,0.1045,175
0.58,0.1343,184
0.58,0.2239,245
0.58,0.194,228
0.62,0.0896,240
0.64,0.194,256
0.64,0.1642,367
0.6,0.2537,729
0.56,0.2239,813
0.54,0.2537,504
0.52,0.2537,338
0.52,0.2239,239
0.5,0.2239,173
0.5,0.2537,98
0.48,0.2239,90
0.46,0.1045,24
0.46,0.1343,17
0.46,0,6
0.46,0.2537,2
0.46,0.2537,21
0.46,0.1642,136
0.44,0.1045,384
0.46,0.194,627
0.48,0.1045,304
0.52,0,168
0.54,0,201
0.56,0.1343,301
0.6,0.194,265
0.64,0.194,204
0.66,0.194,283
0.68,0.1642,370
0.72,0.1343,704
0.72,0.1343,706
0.7,0.194,522
0.64,0.194,420
0.62,0.1343,299
0.62,0,246
0.6,0,121
0.6,0.3284,89
0.6,0.1045,48
0.58,0.1343,11
0.56,0.2239,14
0.56,0.194,4
0.56,0.194,24
0.54,0.1045,135
0.56,0,356
0.56,0,618
0.6,0,294
0.62,0.1343,199
0.7,0,258
0.62,0.3582,171
0.64,0,278
0.66,0.2836,242
0.72,0.1045,343
0.76,0.1642,440
0.7,0.4627,643
0.7,0.4627,641
0.7,0.1343,452
0.68,0.1045,313
0.64,0.194,235
0.6,0.1343,232
0.6,0.0896,256
0.6,0,153
0.6,0,107
0.58,0,75
0.58,0,32
0.56,0.1045,9
0.56,0.0896,22
0.54,0,42
0.56,0,87
0.58,0.0896,197
0.62,0.1045,284
0.66,0.1343,432
0.7,0.0896,575
0.72,0.1045,550
0.74,0.1343,524
0.7,0.2985,428
0.66,0.194,541
0.68,0.3881,540
0.68,0.2985,502
0.66,0.3582,434
0.62,0.3284,405
0.6,0.2537,309
0.58,0.2239,269
0.58,0.194,217
0.56,0.2836,149
0.56,0.1343,134
0.54,0.2239,121
0.54,0.2836,93
0.54,0.194,28
0.52,0.1642,16
0.52,0.1642,11
0.52,0.2239,17
0.52,0.1642,36
0.5,0.1343,114
0.52,0.1642,191
0.54,0.1045,333
0.56,0.1045,414
0.6,0.0896,558
0.6,0,565
0.6,0.1045,518
0.62,0.1045,571
0.62,0,544
0.62,0.1343,511
0.62,0.194,463
0.6,0.1642,383
0.6,0.194,276
0.56,0.194,203
0.56,0.1642,157
0.52,0.194,102
0.52,0.1343,34
0.52,0.194,9
0.5,0.194,6
0.5,0.194,5
0.46,0.1343,2
0.46,0.1045,23
0.46,0.1045,142
0.48,0.1045,385
0.5,0.194,639
0.5,0.2239,350
0.52,0.194,190
0.54,0.194,213
0.56,0.2239,263
0.6,0.3284,272
0.62,0.3582,239
0.62,0.2985,262
0.6,0.3881,388
0.6,0.3284,769
0.6,0.3582,680
0.58,0.3284,546
0.54,0.2836,323
0.54,0.2239,247
0.54,0.2537,173
0.54,0.194,113
0.52,0.2537,38
0.52,0.2239,9
0.52,0.2985,16
0.52,0.2836,6
0.52,0.3284,5
0.52,0.2836,20
0.5,0.2985,165
0.52,0.2836,463
0.54,0.2985,641
0.56,0.3582,295
0.58,0.4179,157
0.6,0.3881,217
0.62,0.3284,263
0.64,0.2537,219
0.62,0.3284,71
0.62,0.2537,134
0.64,0.2239,389
0.64,0.2836,717
0.64,0.2836,710
0.64,0.2836,458
0.64,0.2836,302
0.64,0.2836,223
0.6,0.2537,147
0.6,0.3284,63
0.58,0.194,35
0.6,0.2537,14
0.56,0.4478,1
0.56,0.1642,2
0.56,0.2239,5
0.56,0.1343,28
0.56,0.1045,126
0.56,0.194,418
0.6,0.1343,622
0.6,0,325
0.62,0.2537,153
0.62,0.2985,201
0.62,0.2239,280
0.64,0.2537,266
0.64,0.2537,243
0.64,0.1045,259
0.66,0.194,357
0.64,0.1343,705
0.52,0.5821,372
0.5,0.3582,98
0.5,0.2239,51
0.5,0.1642,34
0.48,0.1045,67
0.48,0.194,55
0.5,0.1642,33
0.48,0.1343,11
0.48,0.1045,3
0.46,0.2239,3
0.46,0.194,2
0.46,0.2985,24
0.44,0.2239,139
0.44,0.2985,401
0.46,0.3582,630
0.5,0.4627,361
0.5,0.4179,154
0.52,0.5224,256
0.52,0.4179,272
0.54,0.4478,318
0.56,0.4179,247
0.54,0.3881,271
0.58,0.4627,421
0.6,0.3881,732
0.56,0.5224,770
0.54,0.3582,553
0.52,0.3284,374
0.5,0.194,230
0.5,0.1045,232
0.48,0.1045,135
0.46,0.1045,64
0.46,0.1343,46
0.46,0.1642,31
0.46,0.2836,13
0.42,0.194,9
0.42,0.1642,26
0.42,0.2537,135
0.42,0.2537,351
0.46,0.2537,620
0.48,0.2985,322
0.52,0.3284,210
0.56,0.2537,291
0.56,0.4179,348
0.6,0.3881,363
0.62,0.2239,334
0.62,0.194,439
0.62,0.3284,525
0.64,0.2537,779
0.64,0.2836,596
0.64,0.2537,503
0.62,0.1343,341
0.6,0.1045,270
0.56,0.2239,234
0.54,0.194,180
0.52,0.1642,136
0.5,0,93
0.46,0.1343,56
0.48,0,34
0.44,0.1045,9
0.42,0.1343,13
0.42,0.0896,33
0.42,0.1343,67
0.52,0,178
0.54,0,335
0.56,0.0896,411
0.62,0.0896,522
0.64,0.1642,559
0.64,0.194,659
0.66,0.194,615
0.68,0.194,590
0.7,0.194,591
0.66,0.194,576
0.66,0.194,546
0.64,0.1642,439
0.62,0.1642,287
0.6,0.1343,230
0.56,0.1343,274
0.58,0.0896,176
0.56,0.1642,98
0.54,0.1343,94
0.54,0.1642,82
0.54,0.1343,28
0.54,0.194,9
0.52,0.194,12
0.52,0.1642,21
0.52,0.1642,60
0.56,0.1642,156
0.6,0.1343,222
0.6,0.2537,350
0.62,0.2537,428
0.64,0.2239,531
0.68,0.2537,602
0.7,0.1343,552
0.72,0.3582,499
0.72,0.2537,564
0.7,0.4179,478
0.68,0.3582,389
0.66,0.4179,339
0.66,0.2836,230
0.64,0.194,169
0.62,0.1642,131
0.62,0.2239,74
0.6,0.2537,35
0.6,0.2836,11
0.6,0.2985,2
0.58,0.3284,2
0.54,0.2239,6
0.54,0.1642,26
0.52,0.2985,65
0.52,0.194,75
0.54,0.2239,156
0.54,0.2836,110
0.54,0.2537,59
0.56,0.2239,79
0.56,0.2836,185
0.62,0.2239,176
0.62,0.2537,171
0.62,0.1642,196
0.62,0.2836,111
0.56,0.2537,229
0.58,0,300
0.58,0.1343,304
0.58,0.194,189
0.58,0.0896,152
0.58,0.0896,129
0.58,0.1045,75
0.56,0.1343,32
0.56,0.1343,19
0.56,0.1343,4
0.58,0.1343,6
0.56,0,5
0.56,0.2239,8
0.56,0.2239,24
0.56,0.1343,92
0.58,0.0896,409
0.58,0.0896,355
0.62,0.1045,171
0.64,0.194,224
0.64,0.194,264
0.64,0.194,239
0.64,0.194,184
0.7,0.0896,256
0.68,0.1642,374
0.68,0.1045,678
0.7,0.0896,733
0.66,0.1642,512
0.64,0.1343,263
0.64,0.2836,109
0.58,0.2239,83
0.56,0.1045,71
0.58,0,39
0.58,0.1343,21
0.56,0.194,19
0.56,0.1045,6
0.54,0.1343,4
0.54,0.1045,38
0.54,0.0896,158
0.56,0,440
0.58,0,650
0.6,0.1343,347
0.66,0,192
0.7,0.1343,267
0.7,0.194,330
0.72,0,350
0.72,0.0896,263
0.72,0.1045,274
0.72,0.1045,446
0.72,0.194,873
0.72,0.2239,846
0.7,0.2836,590
0.66,0.2537,459
0.64,0.194,393
0.64,0.1642,286
0.62,0.1045,133
0.6,0.1343,79
0.6,0.1642,28
0.6,0.1642,16
0.6,0.2537,3
0.6,0.3284,16
0.56,0.3284,35
0.54,0.3582,159
0.54,0.3881,474
0.52,0.4478,634
0.54,0.4179,346
0.56,0.2537,205
0.58,0.2239,279
0.6,0.194,348
0.62,0.194,327
0.64,0.194,270
0.64,0.2537,316
0.66,0.194,430
0.66,0.1343,852
0.66,0.1642,868
0.64,0.194,537
0.6,0.194,446
0.58,0.1045,299
0.56,0.0896,251
0.54,0.1343,166
0.52,0.1045,70
0.5,0.0896,49
0.48,0.1343,21
0.46,0.0896,14
0.46,0.1642,11
0.46,0.1045,34
0.44,0.1343,182
0.46,0.1045,515
0.52,0.1343,745
0.56,0.1045,361
0.6,0.1343,255
0.62,0,334
0.62,0.194,360
0.64,0.1642,395
0.66,0.1343,350
0.66,0.194,391
0.66,0.2537,568
0.66,0.1343,812
0.64,0.2239,669
0.62,0.194,483
0.62,0.1642,337
0.6,0,258
0.56,0.3284,251
0.52,0,174
0.52,0.1045,148
0.5,0,104
0.5,0.1045,69
0.5,0.1045,33
0.48,0.0896,14
0.46,0,12
0.44,0.0896,50
0.46,0.1045,95
0.52,0.1642,195
0.56,0.1642,292
0.56,0,452
0.62,0.0896,586
0.66,0,642
0.7,0.1343,704
0.72,0.0896,730
0.72,0.1045,672
0.74,0.1045,642
0.74,0.0896,626
0.74,0.0896,645
0.7,0.1343,432
0.68,0.0896,315
0.64,0,259
0.64,0,338
0.6,0.1642,239
0.58,0.1045,170
0.56,0,130
0.56,0,98
0.54,0.0896,66
0.52,0.0896,16
0.5,0.1045,8
0.5,0.1343,25
0.52,0.194,90
0.56,0.1642,171
0.62,0.2537,313
0.66,0.2985,432
0.66,0.3284,581
0.68,0.3284,637
0.7,0.2836,607
0.72,0.3881,543
0.7,0.4179,502
0.72,0.3582,577
0.72,0.3284,549
0.7,0.3284,474
0.66,0.4179,402
0.66,0.4179,274
0.64,0.3881,233
0.62,0.3284,145
0.6,0.3582,86
0.58,0.2985,40
0.58,0.3582,15
0.56,0.2537,11
0.56,0.2985,2
0.56,0.2985,7
0.56,0.2985,15
0.56,0.2985,79
0.56,0.2985,153
0.56,0.2537,270
0.56,0.2239,186
0.58,0.2836,99
0.6,0.1642,106
0.6,0.2537,170
0.6,0.2537,184
0.6,0.194,180
0.64,0.194,225
0.64,0.2537,315
0.66,0.2537,508
0.64,0.1045,530
0.66,0.0896,448
0.64,0.1343,336
0.62,0.0896,241
0.62,0.1642,142
0.62,0.2836,97
0.58,0.2537,36
0.58,0.1343,27
0.58,0.1045,11
0.58,0.1045,5
0.56,0.1642,7
0.56,0.194,17
0.56,0.1045,137
0.56,0.1045,324
0.56,0.1343,590
0.6,0.1045,333
0.6,0.0896,200
0.6,0,189
0.62,0.1045,254
0.64,0,243
0.64,0.1045,222
0.7,0.0896,245
0.68,0.1045,386
0.72,0,785
0.68,0.1343,785
0.66,0.2239,364
0.64,0.2537,373
0.62,0.1343,261
0.62,0.0896,174
0.62,0.1045,105
0.62,0.1343,47
0.6,0.1642,32
0.6,0.1642,12
0.6,0.1045,5
0.58,0.194,3
0.56,0.2537,35
0.56,0.1045,160
0.58,0,468
0.58,0,719
0.62,0,297
0.62,0.0896,191
0.64,0,197
0.66,0.0896,248
0.66,0.1642,270
0.68,0.1343,248
0.7,0,257
0.7,0.0896,278
0.64,0.1045,285
0.64,0.1045,327
0.62,0.1642,376
0.62,0.0896,295
0.62,0,245
0.62,0.1642,159
0.6,0.1343,106
0.6,0.0896,56
0.6,0.0896,30
0.6,0,16
0.6,0.1045,4
0.6,0.1642,5
0.6,0.1642,30
0.6,0.1642,156
0.6,0.1045,415
0.62,0.1343,692
0.62,0.1642,301
0.64,0.1343,185
0.66,0.1343,221
0.7,0.1045,289
0.72,0.1642,302
0.74,0.2239,252
0.74,0.2537,291
0.74,0.3582,390
0.74,0.2836,798
0.72,0.3284,752
0.7,0.2985,492
0.66,0.2836,398
0.64,0.1642,285
0.64,0.1045,243
0.64,0.1343,167
0.62,0.1343,73
0.62,0.0896,42
0.62,0,23
0.62,0.1045,14
0.62,0,9
0.62,0.0896,30
0.62,0.1045,113
0.62,0.1642,359
0.64,0.1045,583
0.64,0.1343,340
0.68,0.1642,232
0.68,0.1343,283
0.72,0.1045,321
0.74,0.1343,333
0.74,0.1343,367
0.76,0.194,466
0.78,0.2239,584
0.76,0.2836,653
0.76,0.194,522
0.74,0.2537,404
0.7,0.1642,350
0.7,0.1343,255
0.66,0.1045,212
0.66,0.2239,166
0.64,0.1642,116
0.64,0.1343,82
0.64,0.1343,64
0.62,0.1045,31
0.62,0.1343,2
0.62,0.2537,10
0.62,0.194,31
